v w dx dy dz dt x y th
0.0 0.0 0.0002458330793517118 2.833330406630092e-05 0.0008333324723781509 0.12000012397766113 0.9803909 -4.99246 1.44859633
0.0 0.0 -0.0004405174804072782 0.000717241768488978 0.0 0.11599993705749512 0.9804204 -4.9924566 1.44869633
0.0 0.0 -0.0001476191325341545 -0.00014523817878221086 0.0015873025003688066 0.12599992752075195 0.9803693 -4.9923734 1.44869633
0.0 0.0 0.00044152530953996816 -0.00047796597808223246 -0.0042372870397305645 0.11800003051757812 0.9803507 -4.9923917 1.44889633
0.0 0.0 0.00022333354632074625 -0.00020250019311719218 0.0025000023841877895 0.11999988555908203 0.9804028 -4.9924481 1.44839633
0.0 0.0 -0.0005174994653474295 0.0009283323742273764 0.0016666649447563018 0.12000012397766113 0.9804296 -4.9924724 1.44869633
0.0 0.0 -8.916675170203354e-05 -9.333342234570495e-05 -0.001666668256125193 0.11999988555908203 0.9803675 -4.992361 1.44889633
0.0 0.0 0.0003416663136747273 -0.0009316657041188356 -0.0008333324723781509 0.12000012397766113 0.9803568 -4.9923722 1.44869633
0.0 0.0 -0.00024830502052832214 0.0007008472763723782 0.0 0.11800003051757812 0.9803978 -4.992484 1.44859633
0.0 0.0 0.00011229510127910132 -0.00040327875788057066 0.0016393445442196336 0.12199997901916504 0.9803685 -4.9924013 1.44859633
0.0 0.0 -0.0003375003218653793 0.0007600007247928215 0.0 0.11999988555908203 0.9803822 -4.9924505 1.44879633
0.0 0.0 0.0003983329217971521 -0.0010174989487702491 -0.0016666649447563018 0.12000012397766113 0.9803417 -4.9923593 1.44879633
0.0 0.0 -0.00016083348671656038 0.0002533335749309405 0.0025000023841877895 0.11999988555908203 0.9803895 -4.9924814 1.44859633
0.0 0.0 0.0002433330819349678 -1.916664686663851e-05 -0.0016666649447563018 0.12000012397766113 0.9803702 -4.992451 1.44889633
0.0 0.0 -0.0005658338729546455 0.0003158336345406775 0.0025000023841877895 0.11999988555908203 0.9803994 -4.9924533 1.44869633
0.0 0.0 0.0007341659081646014 -0.00043666621552950396 -0.0033333298895126037 0.12000012397766113 0.9803315 -4.9924154 1.44899633
0.0 0.0 -0.00022500021457691954 0.00014666680653584914 0.0008333341280625965 0.11999988555908203 0.9804196 -4.9924678 1.44859633
0.0 0.0 0.00015583317233504914 -0.0004258328933804112 -0.0008333324723781509 0.12000012397766113 0.9803926 -4.9924502 1.44869633
0.0 0.0 -0.0005208338300388915 0.0009183342091246594 0.003333336512250386 0.11999988555908203 0.9804113 -4.9925013 1.44859633
0.0 0.0 0.00025691026633085093 -0.00040569057879833364 -0.001626014343864911 0.1230001449584961 0.9803488 -4.9923911 1.44899633
0.0 0.0 -2.735045900802667e-05 4.700860142146921e-05 0.0017094036879523235 0.11699986457824707 0.9803804 -4.992441 1.44879633
0.0 0.0 0.0005641660838001026 -0.00027416638341153646 -0.004166662361890755 0.12000012397766113 0.9803772 -4.9924355 1.44899633
0.0 0.0 -0.0005950005674362905 -0.0001700001621278265 0.004166670640312982 0.11999988555908203 0.9804449 -4.9924684 1.44849633
0.0 0.0 0.00010655739537462199 0.00042459023695695105 -0.0016393445442196336 0.12199997901916504 0.9803735 -4.9924888 1.44899633
0.0 0.0 9.745760191332315e-05 -0.0001415253871324974 0.002542372223838339 0.11800003051757812 0.9803865 -4.992437 1.44879633
0.0 0.0 0.0001795082275922264 -0.00011475411808958663 -0.003278689088439267 0.12199997901916504 0.980398 -4.9924537 1.44909633
0.0 0.0 -1.80327899869365e-05 -0.00017950822759313644 0.0 0.12199997901916504 0.9804199 -4.9924677 1.44869633
0.0 0.0 -0.0005811476409258 -9.83606726378169e-06 0.0008196722721098168 0.12199997901916504 0.9804177 -4.9924896 1.44869633
0.0 0.0 0.0003177965279800276 0.0002788134872133811 0.000847457407946113 0.11800003051757812 0.9803468 -4.9924908 1.44879633
0.0 0.0 0.00019666646348136946 6.416660036803096e-05 -0.0024999974171344527 0.12000012397766113 0.9803843 -4.9924579 1.44889633
0.0 0.0 -0.00011416677554463308 7.916674216591891e-05 0.001666668256125193 0.11999988555908203 0.9804079 -4.9924502 1.44859633
0.0 0.0 0.00020083312584291788 -0.0003491663059212587 0.0 0.12000012397766113 0.9803942 -4.9924407 1.44879633
0.0 0.0 -0.00019344265621804054 -0.0001188524794543491 0.0 0.12199997901916504 0.9804183 -4.9924826 1.44879633
0.0 0.0 -5.5084731515735244e-05 -0.0003449151650379086 0.0 0.11800003051757812 0.9803947 -4.9924971 1.44879633
0.0 0.0 0.00024250023126627665 4.333337466235624e-05 -0.0008333341280625965 0.11999988555908203 0.9803882 -4.9925378 1.44879633
0.0 0.0 -5.3333278232815984e-05 -0.0004883328288138148 0.0016666649447563018 0.12000012397766113 0.9804173 -4.9925326 1.44869633
0.0 0.0 -0.00040666705449425843 0.0012408345166789278 0.0025000023841877895 0.11999988555908203 0.9804109 -4.9925912 1.44889633
0.0 0.0 0.0005139345146126749 -0.000422950892408134 -0.0057377059047687175 0.12199997901916504 0.9803621 -4.9924423 1.44919633
0.0 0.0 -0.00013983047231091105 0.00023983044645143898 0.002542372223838339 0.11800003051757812 0.9804248 -4.9924939 1.44849633
0.0 0.0 -4.666671117192729e-05 -0.00033750032186445416 -0.0008333341280625965 0.11999988555908203 0.9804083 -4.9924656 1.44879633
0.0 0.0 1.583331697517932e-05 6.0833270483973244e-05 0.0024999974171344527 0.12000012397766113 0.9804027 -4.9925061 1.44869633
0.0 0.0 3.0000028610194262e-05 -0.00019583352009619972 -0.0008333341280625965 0.11999988555908203 0.9804046 -4.9924988 1.44899633
0.0 0.0 6.885247085739205e-05 -4.918033631890845e-06 -0.003278689088439267 0.12199997901916504 0.9804082 -4.9925223 1.44889633
0.0 0.0 -0.00015169487602249913 -8.474574103227423e-07 0.0042372870397305645 0.11800003051757812 0.9804166 -4.9925229 1.44849633
0.0 0.0 0.00036083296054044065 0.0006608326505987584 -0.0024999974171344527 0.12000012397766113 0.9803987 -4.992523 1.44899633
0.0 0.0 -0.0004616671069470522 -0.00018416684230021104 0.0025000023841877895 0.11999988555908203 0.980442 -4.9924437 1.44869633
0.0 0.0 2.499997416744025e-06 -0.00012583320333412083 -0.0024999974171344527 0.12000012397766113 0.9803866 -4.9924658 1.44899633
0.0 0.0 0.00027666693051736673 -5.5000052450943425e-05 0.0008333341280625965 0.11999988555908203 0.9803869 -4.9924809 1.44869633
0.0 0.0 0.0001724998217821681 -0.00039166626201330855 -0.0016666649447563018 0.12000012397766113 0.9804201 -4.9924875 1.44879633
0.0 0.0 -0.0006050005769733303 0.0009200008773780571 0.003333336512250386 0.11999988555908203 0.9804408 -4.9925345 1.44859633
0.0 0.0 0.00054333277199051 -0.0009333323690608646 -0.0033333298895126037 0.12000012397766113 0.9803682 -4.9924241 1.44899633
0.0 0.0 -0.0002725002598764709 0.00030166695435349 0.0025000023841877895 0.11999988555908203 0.9804334 -4.9925361 1.44859633
0.0 0.0 0.0003253963968563279 0.000115872863271598 0.0 0.12600016593933105 0.9804007 -4.9924999 1.44889633
0.0 0.0 -0.0003559328304981206 4.1525496895007026e-05 0.0008474591202337998 0.11799979209899902 0.9804417 -4.9924853 1.44889633
0.0 0.0 0.00019749979595330906 -0.0003241663317538184 -0.004166662361890755 0.12000012397766113 0.9803997 -4.9924804 1.44899633
0.0 0.0 -0.0002591669138270845 0.00018750017881440803 0.004166670640312982 0.11999988555908203 0.9804234 -4.9925193 1.44849633
0.0 0.0 0.0004866661638690104 -0.000549166099297788 -0.0024999974171344527 0.12000012397766113 0.9803923 -4.9924968 1.44899633
0.0 0.0 -0.0002745902111569797 0.0007500001289798363 0.003278689088439267 0.12199997901916504 0.9804507 -4.9925627 1.44869633
0.0 0.0 0.0002499999353442633 -0.0008033896227354065 -0.003389829631784452 0.11800003051757812 0.9804172 -4.9924712 1.44909633
0.0 0.0 -8.916675170295873e-05 0.00023750022649775672 0.0008333341280625965 0.11999988555908203 0.9804467 -4.992566 1.44869633
0.0 0.0 -0.00011779657970461696 -2.288135001097164e-05 0.0 0.11800003051757812 0.980436 -4.9925375 1.44879633
0.0 0.0 0.00014672133670779735 -0.00022295085802030582 0.0016393445442196336 0.12199997901916504 0.9804221 -4.9925402 1.44879633
0.0 0.0 -7.118642226764661e-05 -0.0001338982704546466 0.0 0.11800003051757812 0.98044 -4.9925674 1.44899633
0.0 0.0 0.0001950820007623075 0.00015737707624962765 -0.0016393445442196336 0.12199997901916504 0.9804316 -4.9925832 1.44899633
0.0 0.0 -9.91525167292643e-05 -0.0001305084408284095 0.000847457407946113 0.11800003051757812 0.9804554 -4.992564 1.44879633
0.0 0.0 3.442623542869603e-05 0.0006139345318138692 0.0 0.12199997901916504 0.9804437 -4.9925794 1.44889633
0.0 0.0 -4.749995092553795e-05 -0.0004808328365635827 0.0008333324723781509 0.12000012397766113 0.9804479 -4.9925045 1.44889633
0.0 0.0 -0.00016065576533361145 0.0006032787922756789 -0.0008196722721098168 0.12199997901916504 0.9804422 -4.9925622 1.44899633
0.0 0.0 0.0004584744576984388 -0.0008127116542263759 -0.000847457407946113 0.11800003051757812 0.9804226 -4.9924886 1.44889633
0.0 0.0 -0.0005041671474780837 0.0005925005650561939 0.001666668256125193 0.11999988555908203 0.9804767 -4.9925845 1.44879633
0.0 0.0 0.000331666324006826 -0.00021083311551081918 0.0 0.12000012397766113 0.9804162 -4.9925134 1.44899633
0.0 0.0 -0.0001433334700262781 -7.500007151392082e-06 0.0008333341280625965 0.11999988555908203 0.980456 -4.9925387 1.44899633
0.0 0.0 0.00014918035352374278 -2.8688529524216695e-05 -0.004098361360549084 0.12199997901916504 0.9804388 -4.9925396 1.44909633
0.0 0.0 -0.0005983049300102907 0.0001635592797331463 0.005084744447676678 0.11800003051757812 0.980457 -4.9925431 1.44859633
0.0 0.0 0.00029500028133434787 0.0004791671236327086 -0.003333336512250386 0.11999988555908203 0.9803864 -4.9925238 1.44919633
0.0 0.0 0.0004333328856361944 -0.0009333323690608646 0.0 0.12000012397766113 0.9804218 -4.9924663 1.44879633
0.0 0.0 -5.000004768334871e-05 0.0012516678603519183 0.0 0.11999988555908203 0.9804738 -4.9925783 1.44879633
0.0 0.0 -0.00016333316458620642 -0.0008274991450754988 0.0 0.12000012397766113 0.9804678 -4.9924281 1.44879633
0.0 0.0 -0.0007141673477494435 0.0005291671713234588 0.0025000023841877895 0.11999988555908203 0.9804482 -4.9925274 1.44879633
0.0 0.0 0.0007691658720045689 -0.0006458326660982943 -0.0033333298895126037 0.12000012397766113 0.9803625 -4.9924639 1.44909633
0.0 0.0 -0.00032338690775118926 0.0002056450410924014 0.0016129022830486557 0.12400007247924805 0.9804548 -4.9925414 1.44869633
0.0 0.0 0.0001500001430518965 0.00020166685898679256 -0.0025000023841877895 0.11999988555908203 0.9804147 -4.9925159 1.44889633
0.0 0.0 -0.0006713115908586625 -0.00011147542900651284 0.003278689088439267 0.12199997901916504 0.9804327 -4.9924917 1.44859633
0.0 0.0 0.0008025421653250838 9.661014450582301e-05 -0.001694914815892226 0.11800003051757812 0.9803508 -4.9925053 1.44899633
0.0 0.0 -0.00037666702588406417 0.0001791668375400178 0.0 0.11999988555908203 0.9804455 -4.9924939 1.44879633
0.0 0.0 0.0002949996952220542 -0.0005133328029886565 -0.0016666649447563018 0.12000012397766113 0.9804003 -4.9924724 1.44879633
0.0 0.0 -0.0004400004196177245 0.0007866674168915944 0.0025000023841877895 0.11999988555908203 0.9804357 -4.992534 1.44859633
0.0 0.0 0.0003868845563665559 -0.0007262282138553086 -0.0024590120108028074 0.12200021743774414 0.9803829 -4.9924396 1.44889633
0.0 0.0 -0.0005118653086209366 0.00016694944668758463 0.002542377360701399 0.11799979209899902 0.9804301 -4.9925282 1.44859633
0.0 0.0 0.0003714279582382359 -7.31091230052468e-05 -0.002521004241439207 0.11900019645690918 0.9803697 -4.9925085 1.44889633
0.0 0.0 -0.0001818184626901134 0.00039173614233952434 0.0033057902307340055 0.12099981307983398 0.9804139 -4.9925172 1.44859633
0.0 0.0 9.999989668548914e-05 -0.0005808327332481466 -0.004166662361890755 0.12000012397766113 0.9803919 -4.9924698 1.44899633
0.0 0.0 -8.524591629915159e-05 0.0005926230527374888 0.004098361360549084 0.12199997901916504 0.9804039 -4.9925395 1.44849633
0.0 0.0 0.0005305083373745264 -0.0006516947467091439 -0.0042372870397305645 0.11800003051757812 0.9803935 -4.9924672 1.44899633
0.0 0.0 -0.0008891675146430144 0.0009516675742444247 0.005833338896438175 0.11999988555908203 0.9804561 -4.9925441 1.44849633
0.0 0.0 0.0005139345146126749 -0.0006737706076709679 -0.008196722721098167 0.12199997901916504 0.9803494 -4.9924299 1.44919633
0.0 0.0 -0.00027916637824687486 6.58332653174613e-05 0.006666659779025207 0.12000012397766113 0.9804121 -4.9925121 1.44819633
0.0 0.0 0.00047000044822699354 -8.000007629631853e-05 -0.005000004768375579 0.11999988555908203 0.9803786 -4.9925042 1.44899633
0.0 0.0 -0.0006827575878648692 0.0008853434883071853 0.006896541291568279 0.11600017547607422 0.980435 -4.9925138 1.44839633
0.0 0.0 0.0007137106325218694 -0.001141937012034991 -0.005645168844802134 0.12399983406066895 0.9803558 -4.9924111 1.44919633
0.0 0.0 -0.000966101445059171 0.0011745759674105238 0.005084744447676678 0.11800003051757812 0.9804443 -4.9925527 1.44849633
0.0 0.0 0.0009491656860388194 -0.001202498757638913 -0.0049999948342689055 0.12000012397766113 0.9803303 -4.9924141 1.44909633
0.0 0.0 -0.0006106558427216953 0.0008229509611983508 0.0057377059047687175 0.12199997901916504 0.9804442 -4.9925584 1.44849633
0.0 0.0 0.000375423631720145 -3.3898296337640355e-06 -0.006779659263568904 0.11800003051757812 0.9803697 -4.992458 1.44919633
0.0 0.0 -0.0005916672309248691 0.00027083359162492353 0.006666673024500772 0.11999988555908203 0.980414 -4.9924584 1.44839633
0.0 0.0 0.0006408326712592551 -3.916662620059071e-05 -0.006666659779025207 0.12000012397766113 0.980343 -4.9924259 1.44919633
0.0 0.0 0.00014919374804147682 -0.0004072586095211184 0.003225810768458363 0.12399983406066895 0.9804199 -4.9924306 1.44839633
0.0 0.0 -0.00011016946303335222 -8.220336856797106e-05 -0.002542372223838339 0.11800003051757812 0.9804384 -4.9924811 1.44879633
0.0 0.0 -0.00044344269921192594 0.0002909836565996493 0.0057377059047687175 0.12199997901916504 0.9804254 -4.9924908 1.44849633
0.0 0.0 0.00021416644540135318 0.0003258329966958473 -0.0024999974171344527 0.12000012397766113 0.9803713 -4.9924553 1.44919633
0.0 0.0 0.000193333517710552 -0.0002683335892337247 -0.0008333341280625965 0.11999988555908203 0.980397 -4.9924162 1.44889633
0.0 0.0 -0.00043833288047060765 -7.249992510037968e-05 0.0 0.12000012397766113 0.9804202 -4.9924484 1.44879633
0.0 0.0 -0.00012711861119182286 -0.0002194914686563817 0.000847457407946113 0.11800003051757812 0.9803676 -4.9924571 1.44879633
0.0 0.0 0.0003967213797007728 0.0006180328931713516 -0.0008196722721098168 0.12199997901916504 0.9803526 -4.992483 1.44889633
0.0 0.0 0.00019152576117272208 -0.00037881422674556416 0.0016949182404675995 0.11799979209899902 0.980401 -4.9924076 1.44879633
0.0 0.0 -0.00024999955443110003 -0.00024098317705744114 -0.0024590120108028074 0.12200021743774414 0.9804236 -4.9924523 1.44899633
0.0 0.0 0.00014583347241100064 0.00011583344379988119 -0.001666668256125193 0.11999988555908203 0.9803931 -4.9924817 1.44869633
0.0 0.0 -0.00026101688164741033 -4.322032780602892e-05 0.002542372223838339 0.11800003051757812 0.9804106 -4.9924678 1.44849633
0.0 0.0 0.0002368852866397498 6.147542040591572e-05 0.0 0.12199997901916504 0.9803798 -4.9924729 1.44879633
0.0 0.0 4.66667111710021e-05 -0.00023333355585316014 -0.001666668256125193 0.11999988555908203 0.9804087 -4.9924654 1.44879633
0.0 0.0 -2.7499971587885014e-05 -5.0833280816997144e-05 0.0008333324723781509 0.12000012397766113 0.9804143 -4.9924934 1.44859633
0.0 0.0 2.5000023837973605e-06 -7.500007152132232e-05 0.0 0.11999988555908203 0.980411 -4.9924995 1.44869633
0.0 0.0 3.770485083248808e-05 0.00032049123207068857 0.001639341340535205 0.12200021743774414 0.9804113 -4.9925085 1.44869633
0.0 0.0 -0.00011779681771260543 0.00016779690581019508 -0.0016949182404675995 0.11799979209899902 0.9804159 -4.9924694 1.44889633
0.0 0.0 -0.00019583313100850466 8.916657454287269e-05 -0.0008333324723781509 0.12000012397766113 0.980402 -4.9924496 1.44869633
0.0 0.0 -2.500002384259954e-05 5.000004768334871e-05 0.001666668256125193 0.11999988555908203 0.9803785 -4.9924389 1.44859633
0.0 0.0 0.0002299997623765325 -0.0003108330121953831 -0.0016666649447563018 0.12000012397766113 0.9803755 -4.9924329 1.44879633
0.0 0.0 0.00010819673991888894 -2.7868857257088322e-05 0.0 0.12199997901916504 0.9804031 -4.9924702 1.44859633
0.0 0.0 -0.0002820510337581151 0.000275213432944297 -0.0008547001022956506 0.11700010299682617 0.9804163 -4.9924736 1.44859633
0.0 0.0 0.0001528927981717322 0.0005165297235473713 0.0016528951153670028 0.12099981307983398 0.9803833 -4.9924414 1.44849633
0.0 0.0 -4.1666623619185104e-05 7.416659004240854e-05 -0.0016666649447563018 0.12000012397766113 0.9804018 -4.9923789 1.44869633
0.0 0.0 3.7903276530032196e-05 -0.00026129067224013494 0.0008064526921145907 0.12399983406066895 0.9803968 -4.99237 1.44849633
0.0 0.0 -8.305082597923466e-05 -0.00046186428733126195 -0.001694914815892226 0.11800003051757812 0.9804015 -4.9924024 1.44859633
0.0 0.0 -0.0002573770934426317 0.0005319673045987015 0.0 0.12199997901916504 0.9803917 -4.9924569 1.44839633
0.0 0.0 7.583325498628776e-05 0.0003966662568467966 0.0016666649447563018 0.12000012397766113 0.9803603 -4.992392 1.44839633
0.0 0.0 5.508473151667611e-05 -0.00036610160022823476 0.000847457407946113 0.11800003051757812 0.9803694 -4.9923444 1.44859633
0.0 0.0 -0.0002725002598764709 0.0002725002598783213 0.0 0.11999988555908203 0.9803759 -4.9923876 1.44869633
0.0 0.0 3.916662620244108e-05 -0.00042249956349635354 -0.0024999974171344527 0.12000012397766113 0.9803432 -4.9923549 1.44869633
0.0 0.0 -1.4166680177935665e-05 0.00040750038861818173 0.0025000023841877895 0.11999988555908203 0.9803479 -4.9924056 1.44839633
0.0 0.0 0.0003774996099875596 -1.4999984500464148e-05 0.0 0.12000012397766113 0.9803462 -4.9923567 1.44869633
0.0 0.0 -0.0003325003170968594 -0.00012750012159586988 0.0 0.11999988555908203 0.9803915 -4.9923585 1.44869633
0.0 0.0 0.0002549997365476735 -4.749995092553795e-05 -0.0033333298895126037 0.12000012397766113 0.9803516 -4.9923738 1.44869633
0.0 0.0 -0.0006091672476133009 0.0005458338538796406 0.004166670640312982 0.11999988555908203 0.9803822 -4.9923795 1.44829633
0.0 0.0 0.0008166658229301068 -0.0007466658952501719 0.0 0.12000012397766113 0.9803091 -4.992314 1.44879633
0.0 0.0 -0.00012419371458565053 0.00013870986304592288 0.0 0.12399983406066895 0.9804071 -4.9924036 1.44879633
0.0 0.0 -0.00017672387059627446 -0.00048361995807226493 -0.0025862029843381046 0.11600017547607422 0.9803917 -4.9923864 1.44879633
0.0 0.0 0.00011885247945616914 0.00020737708484294462 0.0 0.12199997901916504 0.9803712 -4.9924425 1.44849633
0.0 0.0 -0.00019083351532675464 0.000468333779974521 0.0025000023841877895 0.11999988555908203 0.9803857 -4.9924172 1.44849633
0.0 0.0 0.0003116663446700983 -0.0004199995660796095 -0.0008333324723781509 0.12000012397766113 0.9803628 -4.992361 1.44879633
0.0 0.0 -0.00011416677554463308 -0.0007758340732260053 -0.003333336512250386 0.11999988555908203 0.9804002 -4.9924114 1.44869633
0.0 0.0 -0.0003606557997287198 0.0009639345920034887 0.0016393445442196336 0.12199997901916504 0.9803865 -4.9925045 1.44829633
0.0 0.0 0.00045166620002904295 8.916657454287269e-05 0.0008333324723781509 0.12000012397766113 0.9803425 -4.9923869 1.44849633
0.0 0.0 -7.833340803829485e-05 -0.00020583352963138917 0.0008333341280625965 0.11999988555908203 0.9803967 -4.9923762 1.44859633
0.0 0.0 -1.9999979336727754e-05 -0.00040916624393791824 -0.0016666649447563018 0.12000012397766113 0.9803873 -4.9924009 1.44869633
0.0 0.0 -4.8718005106624145e-05 7.692316594584137e-06 0.0 0.11699986457824707 0.9803849 -4.99245 1.44849633
0.0 0.0 -5.785121504463147e-06 0.0010066111418242996 0.0 0.12100005149841309 0.9803792 -4.9924491 1.44849633
0.0 0.0 -2.521009292856283e-06 -0.0004689077283649111 0.0025210092923170315 0.11899995803833008 0.9803785 -4.9923273 1.44849633
0.0 0.0 0.00010325191083524313 -0.0003495930839365341 -0.001626014343864911 0.1230001449584961 0.9803782 -4.9923831 1.44879633
0.0 0.0 -0.00022833355108834097 -6.666673023953062e-05 -0.0008333341280625965 0.11999988555908203 0.9803909 -4.9924261 1.44859633
0.0 0.0 0.00012916653321817857 0.0004791661716141524 0.0 0.12000012397766113 0.9803635 -4.9924341 1.44849633
0.0 0.0 9.333342234292938e-05 -4.666671116915173e-05 0.001666668256125193 0.11999988555908203 0.980379 -4.9923766 1.44849633
0.0 0.0 -9.000008583058279e-05 8.750008344771061e-05 -0.0008333341280625965 0.11999988555908203 0.9803902 -4.9923822 1.44869633
0.0 0.0 -0.0001074998889366464 -0.0007699992044829849 -0.0008333324723781509 0.12000012397766113 0.9803794 -4.9923717 1.44859633
0.0 0.0 -0.00011750011205697969 0.0005008338109712882 -0.0008333341280625965 0.11999988555908203 0.9803665 -4.9924641 1.44849633
0.0 0.0 0.0005283327874872703 -0.00025749973396904343 0.0024999974171344527 0.12000012397766113 0.9803524 -4.992404 1.44839633
0.0 0.0 -0.00020916686614373578 0.00043750041723115155 0.0008333341280625965 0.11999988555908203 0.9804158 -4.9924349 1.44869633
0.0 0.0 -0.00011833321107741247 -0.00029416636274548865 -0.0033333298895126037 0.12000012397766113 0.9803907 -4.9923824 1.44879633
